"id","name","type","categories","attribute.1.name","attribute.1.value.s.","attribute.2.name","attribute.2.value.s."
15536,"shiny worsted rayon boucle - copper","variation","","color","copper","",""
15529,"skinny majesty: confetti - majorka","variation","","color","majorka","",""
15526,"skinny majesty: confetti - sunbeam","variation","","color","sunbeam","",""
15495,"wool crepe yarn - porcelain","variation","","color","porcelain","",""
15487,"wool crepe yarn - boysenberry","variation","","color","boysenberry","",""
15468,"velveen tweed - peachy","variation","","color","peachy","",""
15467,"velveen tweed - sour cherry","variation","","color","sour cherry","",""
15120,"american lamb yarn - periwinkle","variation","","color","periwinkle","",""
15117,"american lamb yarn - navy","variation","","color","navy","",""
15100,"wool crepe yarn - petal pink","variation","","color","petal pink","",""
15097,"wool crepe yarn - turquoise","variation","","color","turquoise","",""
15059,"wayfarer yarn - cotton candy","variation","","color","cotton candy","",""
15051,"american lamb yarn - cotton candy","variation","","color","cotton candy","",""
15025,"skinny majesty: confetti - jade","variation","","color","jade","",""
15022,"skinny majesty: confetti - olive","variation","","color","olive","",""
15021,"rayon chenille yarn 1300 ypp - navy, 1-1.2 lbs per cone","variation","","color","navy","weight","1-1.2 lbs per cone"
15020,"rayon chenille yarn 1300 ypp - artichoke, 1-1.2 lbs per cone","variation","","color","artichoke","weight","1-1.2 lbs per cone"
15014,"rayon chenille yarn 1300 ypp - white, 1-1.2 lbs per cone","variation","","color","white","weight","1-1.2 lbs per cone"
14863,"skinny majesty: confetti - black","variation","","color","black","",""
14850,"duo tone rayon yarn - butternut, 0.7-0.9 lbs per cone","variation","","color","butternut","weight","0.7-0.9 lbs per cone"
14849,"duo tone rayon yarn - cinnamon, 0.7-0.9 lbs per cone","variation","","color","cinnamon","weight","0.7-0.9 lbs per cone"
14848,"duo tone rayon yarn - hanna, 0.7-0.9 lbs per cone","variation","","color","hanna","weight","0.7-0.9 lbs per cone"
14825,"skinny majesty: confetti - confetti","variation","","color","confetti","",""
14824,"skinny majesty: confetti - lava","variation","","color","lava","",""
14823,"skinny majesty: confetti - split pea","variation","","color","split pea","",""
14822,"skinny majesty: confetti - mineral","variation","","color","mineral","",""
14818,"rayon chenille yarn 1300 ypp - moody blue, 1-1.2 lbs per cone","variation","","color","moody blue","weight","1-1.2 lbs per cone"
14816,"rayon chenille yarn 1300 ypp - brick, 0.7-0.9 lbs per cone","variation","","color","brick","weight","0.7-0.9 lbs per cone"
14805,"shades of sunset - sunset green, loopy","variation","","colors","sunset green","style","loopy"
14591,"softball skein metallic - gold","variation","","color","gold","",""
14590,"softball skein metallic - copper","variation","","color","copper","",""
14589,"softball skein metallic - rainbow","variation","","color","rainbow","",""
14588,"softball skein metallic - silver","variation","","color","silver","",""
14336,"rayon chenille yarn 1300 ypp - cocoa, 1-1.2 lbs per cone","variation","","color","cocoa","weight","1-1.2 lbs per cone"
14334,"rayon chenille yarn 1300 ypp - golden peach, 0.7-0.9 lbs per cone","variation","","color","golden peach","weight","0.7-0.9 lbs per cone"
14332,"rayon chenille yarn 1300 ypp - golden, 0.7-0.9 lbs per cone","variation","","color","golden","weight","0.7-0.9 lbs per cone"
14330,"rayon chenille yarn 1300 ypp - brown, 0.7-0.9 lbs per cone","variation","","color","brown","weight","0.7-0.9 lbs per cone"
14306,"shades of sunset - sunset purple, loopy","variation","","colors","sunset purple","style","loopy"
14143,"carnival - cotton candy","variation","","color","cotton candy","",""
14141,"carnival - goldfish","variation","","color","goldfish","",""
14014,"nature walk - dawn","variation","","color","dawn","",""
13994,"seeded ratton (avanti) - black","variation","","colors","black","",""
13992,"seeded ratton (avanti) - dark navy","variation","","colors","dark navy","",""
13909,"carnival - lollipop","variation","","color","lollipop","",""
13907,"carnival - gypsy","variation","","color","gypsy","",""
13905,"carnival - lemonade","variation","","color","lemonade","",""
13803,"hank or cone - firefly cone","variation","","color","firefly cone","",""
13802,"hank or cone - firefly skein","variation","","color","firefly skein","",""
13800,"hank or cone - butterfly cone","variation","","color","butterfly cone","",""
13799,"hank or cone - butterfly skein","variation","","color","butterfly skein","",""
13797,"hank or cone - spider cone","variation","","color","spider cone","",""
13795,"hank or cone - spider skein","variation","","color","spider skein","",""
13793,"hank or cone - bumble bee cone","variation","","color","bumble bee cone","",""
13791,"hank or cone - bumble bee skein","variation","","color","bumble bee skein","",""
13755,"plush - pearl","variation","","color","pearl","",""
13745,"plush - golden","variation","","color","golden","",""
13590,"skinny majesty - teal","variation","","color","teal","",""
13184,"skinny majesty - bleached white","variation","","color","bleached white","",""
13172,"super fine wool***super special price*** - epic orange","variation","","colors","epic orange","",""
13165,"super fine wool***super special price*** - neon","variation","","colors","neon","",""
13155,"rayon boucle yarn 3792 - natural","variation","","color","natural","",""
13154,"rayon boucle yarn 3792 - gold","variation","","color","gold","",""
13051,"shades of sunset - sunset red, loopy","variation","","colors","sunset red","style","loopy"
13050,"shades of sunset - sunset blue, loopy","variation","","colors","sunset blue","style","loopy"
12989,"wool crepe yarn - royal blue","variation","","color","royal blue","",""
12988,"wool crepe yarn - blossom","variation","","color","blossom","",""
12987,"wool crepe yarn - polar ice","variation","","color","polar ice","",""
12947,"seeded ratton (avanti) - white","variation","","colors","white","",""
12720,"shimmer yarn - yellow cinquefoil","variation","","colors","yellow cinquefoil","",""
12719,"shimmer yarn - white lily","variation","","colors","white lily","",""
12718,"shimmer yarn - lavender","variation","","colors","lavender","",""
12717,"shimmer yarn - lady's mantle","variation","","colors","lady's mantle","",""
12716,"shimmer yarn - indian paintbrush","variation","","colors","indian paintbrush","",""
12715,"shimmer yarn - brown galingale","variation","","colors","brown galingale","",""
12714,"shimmer yarn - blue hyacinth","variation","","colors","blue hyacinth","",""
12713,"shimmer yarn - blue cornflower","variation","","colors","blue cornflower","",""
12712,"shimmer yarn - begonia","variation","","colors","begonia","",""
12676,"mini dina - red","variation","","colors","red","",""
12661,"mini dina - sunflower","variation","","colors","sunflower","",""
12660,"mini dina - soft blue","variation","","colors","soft blue","",""
12640,"seeded ratton (avanti) - khaki","variation","","colors","khaki","",""
12639,"seeded ratton (avanti) - natural","variation","","colors","natural","",""
12638,"seeded ratton (avanti) - soft blue","variation","","colors","soft blue","",""
12637,"seeded ratton (avanti) - lavender","variation","","colors","lavender","",""
12636,"seeded ratton (avanti) - cotton candy","variation","","colors","cotton candy","",""
12635,"seeded ratton (avanti) - sunflower","variation","","colors","sunflower","",""
12634,"seeded ratton (avanti) - buttercup","variation","","colors","buttercup","",""
12616,"duo tone rayon yarn - golden, 1.0-1.2 lbs per cone","variation","","color","golden","weight","1.0-1.2 lbs per cone"
12403,"cotton rayon yarn - sade","variation","","color","sade","",""
12402,"cotton rayon yarn - suede","variation","","color","suede","",""
12401,"cotton rayon yarn - indigo","variation","","color","indigo","",""
12400,"cotton rayon yarn - bark","variation","","color","bark","",""
12386,"thick rayon chenille - white",NA,NA,"color","white",NA,NA
12384,"thick rayon chenille - cream",NA,NA,"color","cream",NA,NA
12365,"fiesta wool - maraca","variation","","color","maraca","",""
12364,"fiesta wool - sombrero","variation","","color","sombrero","",""
12363,"fiesta wool - limestone","variation","","color","limestone","",""
12362,"fiesta wool - natural","variation","","color","natural","",""
12346,"wool crepe yarn - dew","variation","","color","dew","",""
11442,"wayfarer yarn - pink elephant","variation","","color","pink elephant","",""
11433,"american lamb yarn - zengari","variation","","color","zengari","",""
11432,"american lamb yarn - meadow","variation","","color","meadow","",""
11431,"american lamb yarn - hot spring","variation","","color","hot spring","",""
11425,"american lamb yarn - coral reef","variation","","color","coral reef","",""
11185,"seeded ratton (avanti) - tomato","variation","","colors","tomato","",""
11163,"mini dina - white","variation","","colors","white","",""
11162,"mini dina - natural","variation","","colors","natural","",""
10863,"swirl yarn - oreo","variation","","color","oreo","",""
10862,"swirl yarn - latte","variation","","color","latte","",""
10727,"worsted rayon boucle - purple","variation","","colors","purple","",""
10726,"worsted rayon boucle - fuchsia","variation","","colors","fuchsia","",""
10725,"worsted rayon boucle - sangria","variation","","colors","sangria","",""
10724,"worsted rayon boucle - blue topaz","variation","","colors","blue topaz","",""
10718,"worsted rayon boucle - blueberry","variation","","colors","blueberry","",""
10512,"worsted rayon boucle - golden","variation","","colors","golden","",""
10511,"worsted rayon boucle - kiwi","variation","","colors","kiwi","",""
10510,"worsted rayon boucle - rust","variation","","colors","rust","",""
10509,"worsted rayon boucle - natural","variation","","colors","natural","",""
10498,"worsted rayon boucle - black","variation","","colors","black","",""
10493,"skinny majesty - rust","variation","","color","rust","",""
10073,"memory yarn - wool chain","variation","","styles","wool chain","",""
10061,"memory yarn - cotton memory","variation","","styles","cotton memory","",""
9980,"rayon boucle yarn 3792 - taupe","variation","","color","taupe","",""
9962,"duo tone rayon yarn - sand, 0.7-0.9 lbs per cone","variation","","color","sand","weight","0.7-0.9 lbs per cone"
9845,"viscose stretch yarn - natural","variation","","color","natural","",""
9842,"viscose stretch yarn - black","variation","","color","black","",""
9832,"skinny majesty - mimosa","variation","","color","mimosa","",""
9830,"fun multicolored seeds - salt + pepper","variation","","color","salt + pepper","",""
9829,"fun multicolored seeds - confetti","variation","","color","confetti","",""
9828,"fun multicolored seeds - butternut","variation","","color","butternut","",""
9827,"fun multicolored seeds - truffle","variation","","color","truffle","",""
9826,"fun multicolored seeds - spices","variation","","color","spices","",""
9825,"fun multicolored seeds - berries","variation","","color","berries","",""
9617,"skinny majesty - natural","variation","","color","natural","",""
9616,"skinny majesty - black","variation","","color","black","",""
9615,"skinny majesty - putty","variation","","color","putty","",""
9614,"skinny majesty - golden","variation","","color","golden","",""
9613,"skinny majesty - baby blue","variation","","color","baby blue","",""
9418,"flax cotton rayon blend yarn - platinum","variation","","color","platinum","",""
9417,"flax cotton rayon blend yarn - natural","variation","","color","natural","",""
9249,"fine wool crepe - natural","variation","","color","natural","",""
9248,"fine wool crepe - sky blue","variation","","color","sky blue","",""
9247,"fine wool crepe - teal","variation","","color","teal","",""
9246,"fine wool crepe - orchid","variation","","color","orchid","",""
9245,"fine wool crepe - pink","variation","","color","pink","",""
9232,"fancy twist cotton yarns - cotton chain","variation","","type","cotton chain","",""
9231,"fancy twist cotton yarns - cotton boucle","variation","","type","cotton boucle","",""
9222,"fine rayon boucle yarn - brazil","variation","","color","brazil","",""
9219,"fine rayon boucle yarn - caramel","variation","","color","caramel","",""
9218,"fine rayon boucle yarn - pepper","variation","","color","pepper","",""
9217,"fine rayon boucle yarn - periwinkle","variation","","color","periwinkle","",""
9216,"fine rayon boucle yarn - navy","variation","","color","navy","",""
9215,"fine rayon boucle yarn - crocus","variation","","color","crocus","",""
9213,"fine rayon boucle yarn - natural","variation","","color","natural","",""
9200,"fine rayon boucle yarn - black","variation","","color","black","",""
8620,"wool crepe yarn - seal brown","variation","","color","seal brown","",""
8619,"wool crepe yarn - coal","variation","","color","coal","",""
7723,"smooth cotton rayon - mushroom bisque","variation","","color","mushroom bisque","",""
7710,"wool crepe with metallic twist - snow silver","variation","","colors","snow silver","",""
7711,"wool crepe with metallic twist - creme gold","variation","","colors","creme gold","",""
7126,"sun soft linen - metallic","variation","","color","metallic","",""
7124,"sun soft linen - plain","variation","","color","plain","",""
6994,"monotone wrapped cotton/rayon/poly yarn - rustic","variation","","color","rustic","",""
6901,"metallic tape yarn - silver","variation","","color","silver","",""
6737,"3 ply silky rayon yarn - cactus","variation","","color","cactus","",""
6736,"3 ply silky rayon yarn - red bull","variation","","color","red bull","",""
6735,"3 ply silky rayon yarn - dark berry","variation","","color","dark berry","",""
6734,"3 ply silky rayon yarn - light berry","variation","","color","light berry","",""
6711,"3 ply silky rayon yarn - royal","variation","","color","royal","",""
6710,"3 ply silky rayon yarn - jade","variation","","color","jade","",""
6055,"wool crepe yarn - hot pink","variation","","color","hot pink","",""
6054,"wool crepe yarn - inca sky","variation","","color","inca sky","",""
6050,"wool crepe yarn - plum","variation","","color","plum","",""
5686,"duet yarns - snow (100 gram)","variation","","color","snow (100 gram)","",""
5685,"duet yarns - rose quartz (100 gram)","variation","","color","rose quartz (100 gram)","",""
5684,"duet yarns - peridot (100 gram)","variation","","color","peridot (100 gram)","",""
5683,"duet yarns - peridot (50 gram)","variation","","color","peridot (50 gram)","",""
5682,"duet yarns - pearl (100 gram)","variation","","color","pearl (100 gram)","",""
5681,"duet yarns - lavender (50 gram)","variation","","color","lavender (50 gram)","",""
5680,"duet yarns - jade (100 gram)","variation","","color","jade (100 gram)","",""
5679,"duet yarns - garnet (50 gram)","variation","","color","garnet (50 gram)","",""
5668,"duet yarns - citrine (50 gram)","variation","","color","citrine (50 gram)","",""
5600,"wool crepe yarn - champagne","variation","","color","champagne","",""
5179,"monotone wrapped cotton/rayon/poly yarn - confetti","variation","","color","confetti","",""
3688,"rayon boucle yarn 3792 - lychee","variation","","color","lychee","",""
3686,"rayon boucle yarn 3792 - strawberry","variation","","color","strawberry","",""
3633,"rayon chenille yarn 1300 ypp - dark purple, 0.7-0.9 lbs per cone","variation","","color","dark purple","weight","0.7-0.9 lbs per cone"
3631,"rayon chenille yarn 1300 ypp - burgundy, 0.7-0.9 lbs per cone","variation","","color","burgundy","weight","0.7-0.9 lbs per cone"
3514,"metallic tape yarn - red","variation","","color","red","",""
3443,"duo tone rayon yarn - charcoal, 1.0-1.2 lbs per cone","variation","","color","charcoal","weight","1.0-1.2 lbs per cone"
3414,"wool crepe yarn - scarlet","variation","","color","scarlet","",""
3382,"florafil yarn super soft cotton | worsted - brown galingale","variation","","color","brown galingale","",""
3312,"wool crepe yarn - dark purple","variation","","color","dark purple","",""
3289,"rayon chenille yarn 1300 ypp - soft rose, 0.7-0.9 lbs per cone","variation","","color","soft rose","weight","0.7-0.9 lbs per cone"
3273,"3 ply silky rayon yarn - bright cooper","variation","","color","bright cooper","",""
3083,"wayfarer yarn - rose garden","variation","","color","rose garden","",""
3082,"wayfarer yarn - briny deep","variation","","color","briny deep","",""
2929,"duo tone rayon yarn - pearl, 0.7-0.9 lbs per cone","variation","","color","pearl","weight","0.7-0.9 lbs per cone"
2700,"duo tone rayon yarn - aqua, 1.0-1.2 lbs per cone","variation","","color","aqua","weight","1.0-1.2 lbs per cone"
2701,"duo tone rayon yarn - celadon, 0.7-0.9 lbs per cone","variation","","color","celadon","weight","0.7-0.9 lbs per cone"
2624,"florafil shimmer yarn - blue hyacinth","variation","","color","blue hyacinth","",""
2580,"monotone wrapped cotton/rayon/poly yarn - black & white","variation","","color","black & white","",""
2558,"wool crepe yarn - lavender","variation","","color","lavender","",""
2559,"wool crepe yarn - australian white","variation","","color","australian white","",""
2560,"wool crepe yarn - tan","variation","","color","tan","",""
2524,"wool crepe yarn - burgundy","variation","","color","burgundy","",""
2526,"wool crepe yarn - lemonade","variation","","color","lemonade","",""
2527,"wool crepe yarn - kelly green","variation","","color","kelly green","",""
2530,"wool crepe yarn - navy","variation","","color","navy","",""
2532,"wool crepe yarn - black","variation","","color","black","",""
2520,"florafil shimmer yarn - begonia","variation","","color","begonia","",""
2521,"florafil shimmer yarn - lavender","variation","","color","lavender","",""
2517,"florafil super soft cotton yarn | bulky - marigold","variation","","color","marigold","",""
2506,"wayfarer yarn - distant hills","variation","","color","distant hills","",""
2507,"wayfarer yarn - bordeaux","variation","","color","bordeaux","",""
2384,"super soft worsted cotton yarn - natural","variation","","color","natural","",""
2265,"rayon chenille yarn 1300 ypp - silver, 0.7-0.9 lbs per cone","variation","","color","silver","weight","0.7-0.9 lbs per cone"
2266,"rayon chenille yarn 1300 ypp - pale artichoke, 0.7-0.9 lbs per cone","variation","","color","pale artichoke","weight","0.7-0.9 lbs per cone"
2267,"rayon chenille yarn 1300 ypp - cream, 1-1.2 lbs per cone","variation","","color","cream","weight","1-1.2 lbs per cone"
2248,"wool crepe yarn - blossom","variation","","color","blossom","",""
2249,"wool crepe yarn - dark turquoise","variation","","color","dark turquoise","",""
2245,"wool crepe yarn - pompeii","variation","","color","pompeii","",""
2009,"wayfarer yarn - iron bridge","variation","","color","iron bridge","",""
2010,"wayfarer yarn - hiking trail","variation","","color","hiking trail","",""
2011,"wayfarer yarn - hot spring","variation","","color","hot spring","",""
2012,"wayfarer yarn - harbor","variation","","color","harbor","",""
2013,"wayfarer yarn - pine forest","variation","","color","pine forest","",""
2014,"wayfarer yarn - meadow","variation","","color","meadow","",""
2015,"wayfarer yarn - prairie","variation","","color","prairie","",""
2016,"wayfarer yarn - camp fire","variation","","color","camp fire","",""
2006,"wayfarer yarn - sand dune","variation","","color","sand dune","",""
2017,"wayfarer yarn - cranberry harvest","variation","","color","cranberry harvest","",""
2007,"wayfarer yarn - mud puddle","variation","","color","mud puddle","",""
2018,"wayfarer yarn - coral reef","variation","","color","coral reef","",""
2008,"wayfarer yarn - gravel","variation","","color","gravel","",""
2005,"wayfarer yarn - natural","variation","","color","natural","",""
1947,"rayon chenille yarn 1300 ypp - black, 1-1.2 lbs per cone","variation","","color","black","weight","1-1.2 lbs per cone"
1939,"worsted rayon chenille yarn - 550-ypp","variation","","size","550-ypp","",""
1940,"worsted rayon chenille yarn - 300-ypp","variation","","size","300-ypp","",""
1885,"american lamb yarn - pumpkin","variation","","color","pumpkin","",""
1886,"american lamb yarn - grape juice","variation","","color","grape juice","",""
1887,"american lamb yarn - brownies","variation","","color","brownies","",""
1882,"american lamb yarn - olive jar","variation","","color","olive jar","",""
1883,"american lamb yarn - delft blue","variation","","color","delft blue","",""
1884,"american lamb yarn - granite","variation","","color","granite","",""
1792,"silver & gold metallic yarn spools - silver","variation","","color","silver","",""
1793,"silver & gold metallic yarn spools - gold","variation","","color","gold","",""
1582,"florafil shimmer yarn - brown galingale","variation","","color","brown galingale","",""
1580,"florafil shimmer yarn - white lily","variation","","color","white lily","",""
1575,"florafil shimmer yarn - lady's mantle","variation","","color","lady's mantle","",""
1576,"florafil shimmer yarn - red hibiscus","variation","","color","red hibiscus","",""
1577,"florafil shimmer yarn - indian paintbrush","variation","","color","indian paintbrush","",""
1578,"florafil shimmer yarn - blue cornflower","variation","","color","blue cornflower","",""
1573,"florafil shimmer yarn - yellow cinquefoil","variation","","color","yellow cinquefoil","",""
1574,"florafil shimmer yarn - green chrysanthemum","variation","","color","green chrysanthemum","",""
1384,"florafil super soft cotton yarn | bulky - navy bellflower","variation","","color","navy bellflower","",""
1383,"florafil super soft cotton yarn | bulky - white lily","variation","","color","white lily","",""
1095,"florafil super soft cotton yarn | bulky - green chrysanthemum","variation","","color","green chrysanthemum","",""
1096,"florafil super soft cotton yarn | bulky - helenium mardi gras","variation","","color","helenium mardi gras","",""
1097,"florafil super soft cotton yarn | bulky - indian paintbrush","variation","","color","indian paintbrush","",""
1100,"florafil super soft cotton yarn | bulky - pink coneflower","variation","","color","pink coneflower","",""
1101,"florafil super soft cotton yarn | bulky - pink phlox","variation","","color","pink phlox","",""
1086,"florafil super soft cotton yarn | bulky - aster","variation","","color","aster","",""
1102,"florafil super soft cotton yarn | bulky - red hibiscus","variation","","color","red hibiscus","",""
1088,"florafil super soft cotton yarn | bulky - brown galingale","variation","","color","brown galingale","",""
1103,"florafil super soft cotton yarn | bulky - yellow cinquefoil","variation","","color","yellow cinquefoil","",""
1089,"florafil super soft cotton yarn | bulky - blue hyacinth","variation","","color","blue hyacinth","",""
1090,"florafil super soft cotton yarn | bulky - blue cornflower","variation","","color","blue cornflower","",""
1091,"florafil super soft cotton yarn | bulky - coral hibiscus","variation","","color","coral hibiscus","",""
1092,"florafil super soft cotton yarn | bulky - chocolate lily","variation","","color","chocolate lily","",""
1071,"florafil metallic yarn | bulky - coral hibiscus with gold metallic","variation","","color","coral hibiscus with gold metallic","",""
1073,"florafil metallic yarn | bulky - chocolate lily with copper metallic","variation","","color","chocolate lily with copper metallic","",""
1075,"florafil metallic yarn | bulky - yellow cinquefoil with gold metallic","variation","","color","yellow cinquefoil with gold metallic","",""
1052,"american lamb yarn - black onyx","variation","","color","black onyx","",""
1046,"american lamb yarn - pink elephant","variation","","color","pink elephant","",""
1048,"american lamb yarn - wineglass","variation","","color","wineglass","",""
1049,"american lamb yarn - blue moon","variation","","color","blue moon","",""
1050,"american lamb yarn - curry powder","variation","","color","curry powder","",""
1051,"american lamb yarn - natural","variation","","color","natural","",""
21095,"soft cotton roving with seed","variable","fiber > cotton, made in usa","color","garden spot green, pine forest, steel serpent, sienna, indigo, tin reflection, spring water, bravado red, forever lilac, beeswax, very berry, gulfstream, sage powder","",""
21429,"cloud yarn","variable","fiber > cotton, featured on home, yarn weight > fingering, fiber > flax / linen, made in usa, yarn weight > undefined weight","put-up","cone, skein","",""
21048,"8/2 unmercerized cotton","variable","fiber > cotton, yarn weight > lace, made in usa","color","garden spot green, pine forest, steel serpent, sienna, indigo, tin reflection, spring water, bravado red, forever lilac, beeswax, very berry, gulfstream","weight","0.6 lbs per cone, 0.8 lbs per cone"
21017,"stormy yarn","variable","yarn weight > bulky, fiber > cotton, made in usa, yarn weight > undefined weight","color","garden spot green, pine forest, steel serpent, sienna, indigo, tin reflection, spring water, bravado red, forever lilac, beeswax, very berry, gulfstream","",""
21000,"lustrous loopy","variable","yarn weight > fingering, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","ivory, cascade, verde, platinum, cayenne, deep lilac, liquid blue, red wine, emerald, dandelion, blue jay","",""
20986,"lana loopy","variable","yarn weight > lace, made in usa, yarn weight > undefined weight, fiber > wool","color","caviar, honeycomb, twilight grey, brass, cream puff","",""
19983,"frizette lux","variable","spools","color","gold (3 ply), rainbow, copper","",""
6854,"sun soft linen","variable","fiber > cotton, home-buttons > cotton &amp; rayon z-twist collection, featured on home, yarn weight > fingering, fiber > flax / linen, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn for indie dyers, home-buttons > z-twist collection","color","plain, metallic, garden spot green, pine bristle, steel serpent, sienna, indigo, tin reflection, spring water, very berry, gulfstream, bravado red, sage powder","",""
20525,"four ply metallic yarn","variable","yarn weight > fingering, fiber > metallic, yarn weight > sport","color","turquoise, lizard, kelly green, rainbow, black gold, green, red","",""
20506,"three ply metallic yarn","variable","yarn weight > lace, fiber > metallic","color","purple, red, gold, black, black copper, copper, copper black, gold black, gold natural, green, pink, silver, silver black, turquoise, white, fuschia black, red black, chrome","",""
20497,"two ply metallic yarn","variable","yarn weight > lace, fiber > metallic","color","gold, purple, light gold, rainbow, black, silver, light blue, red","",""
20468,"single ply metallic yarn","variable","yarn weight > lace, fiber > metallic","color","rose black, black green, black fuschia, black silver, black gold, gold, white, green, rose, night sky, black copper, red red, silver natural, blue, black rainbow","",""
20232,"milky way yarn","simple","big cones, fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose","","","",""
20223,"big scallop rayon yarn","simple","big cones, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn for indie dyers","","","",""
20214,"sunburst yarn","variable","fiber > cotton, yarn weight > fingering, fiber > flax / linen, made in usa, fiber > rayon / viscose, yarn weight > sport, yarn weight > undefined weight","style","ribbon chain, boucle, twist","",""
20204,"big chenille 1750 ypp","variable","big cones, fiber > chenille, yarn weight > fingering, fiber > rayon / viscose, yarn weight > undefined weight","color","mint, dark olive, mushroom","",""
11161,"mini dina","variable","fiber > cotton, home-buttons > cotton &amp; rayon z-twist collection, yarn weight > lace, made in usa, fiber > rayon / viscose, home-buttons > z-twist collection","colors","natural, white, black, buttercup, cotton candy, khaki, lavender, soft blue, sunflower, red, periwinkle, light copper, silver, cascade navy, lime","",""
19963,"vintage textile tubes","simple","sale &amp; clearance yarns > vintage mill finds","","","",""
19958,"textile bobbins with poly tips","simple","sale &amp; clearance yarns > vintage mill finds","","","",""
19955,"textile bobbins with waxed tips","simple","sale &amp; clearance yarns > vintage mill finds","","","",""
19846,"fun mini accents","variable","yarn weight > lace, made in usa, yarn weight > undefined weight, fiber > wool","color","polka dot, jems, truffle","",""
19708,"thick and thin cotton with linen","variable","fiber > cotton, fiber > flax / linen, yarn weight > lace, made in usa, yarn weight > undefined weight","colors","bright white, midnight navy, lime, pewter, sand dune, scarlet, sea foam, sunshine, coal, natural","",""
10855,"shades of sunset","variable","yarn weight > fingering, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","colors","sunset blue, sunset red, sunset purple, sunset green","style","loopy, boucle"
19548,"big polyester tape yarn","simple","big cones, yarn weight > fingering, made in usa, fiber > polyester","","","",""
19216,"sterling wool bundle","simple","yarn weight > lace, made in usa, fiber > metallic, fiber > wool, yarn for indie dyers","","","",""
19207,"5/2 spun rayon","variable","yarn weight > lace, made in usa, fiber > rayon / viscose, yarn for indie dyers","color","natural, cayenne, deep lilac, liquid blue, red wine, emerald, dandelion, blue jay","",""
19205,"duo tone skein","simple","yarn weight > fingering, made in usa, fiber > rayon / viscose, yarn for indie dyers","","","",""
19204,"worsted wool bundle","simple","yarn weight > fingering, made in usa, fiber > wool, yarn for indie dyers","","","",""
19203,"wayfarer skein bundle","simple","yarn weight > fingering, yarn weight > lace, made in usa, fiber > wool, yarn for indie dyers","","","",""
19202,"duet yarn bundle","simple","yarn weight > lace, made in usa, fiber > rayon / viscose, fiber > wool, yarn for indie dyers","","","",""
19189,"silk blend","simple","fiber > cotton, made in usa, fiber > other, fiber > silk, yarn weight > worsted","","","",""
19175,"variegated rayon chenille","variable","fiber > chenille, yarn weight > lace, fiber > rayon / viscose, yarn weight > undefined weight","color","berry chill, blue hawaiian, mint mojito, sunset spritz, watermelon rose","",""
19107,"bulky merino wool","variable","yarn weight > bulky, made in usa, fiber > wool","color","arctic, barn red, crow, egyptian, prussian, sapphire, toasted pecan, violet, wisteria, roasted pumpkin, honey mustard, olive, jewel blue, grasshopper, gladiolus, bubble gum, candy twist, stone","",""
19099,"big macrame twist","variable","big cones, fiber > cotton, yarn weight > lace, made in usa","color","vanilla cream, shitake, truffle","",""
19043,"cotton bash macrame","variable","fiber > cotton, home-buttons > cotton &amp; rayon z-twist collection, yarn weight > fingering, yarn weight > lace, made in usa, yarn weight > undefined weight, home-buttons > z-twist collection","color","salmon, natural, sea breeze, blue topaz, hot pink, natural, sand, bleach white, sunflower, green tea ice cream, eros, denim, blue mist","",""
19036,"big lumpy cotton rayon","simple","big cones, fiber > cotton, made in usa, fiber > rayon / viscose, yarn weight > undefined weight, yarn for indie dyers","","","",""
19035,"big rayon ribbon","simple","big cones, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn for indie dyers","","","",""
18977,"big wool crepe yarn","variable","big cones, yarn weight > lace, made in usa, fiber > wool","color","inca sky, seal brown, hot coral, light blue, hydrangea, blue cloud, flax, eggshell, fern, emerald, black, lavender, lilac, red, eggplant, hot pink, navy","",""
18976,"funky cotton with metallic","simple","yarn weight > bulky, fiber > cotton, made in usa, fiber > metallic","","","",""
18970,"super soft cotton metallic","variable","yarn weight > bulky, fiber > cotton, made in usa, fiber > metallic","color","copper, gold, rainbow, silver","",""
18963,"soft cotton roving: baby colors","variable","yarn weight > bulky, fiber > cotton, made in usa","color","rose, buttercup, lavender, sage, blue eyes, natural, blue flag iris","seeds","seeds, no seeds"
18961,"big rayon rope twist","simple","big cones, yarn weight > lace, made in usa, fiber > rayon / viscose","","","",""
18958,"big cotton memory yarn","simple","big cones, fiber > cotton, made in usa, yarn weight > sport, yarn for indie dyers","","","",""
18956,"big duo tone rayon","simple","big cones, yarn weight > fingering, made in usa, fiber > rayon / viscose","","","",""
18952,"cotton rayon twist","variable","fiber > cotton, yarn weight > dk, made in usa, fiber > rayon / viscose","color","moss, steel, natural, barnacle","",""
18815,"8/2 cotton unmercerized","simple","fiber > cotton, yarn weight > lace, made in usa","","","",""
18814,"cotton flake slub yarn 5.5/1","simple","fiber > cotton, yarn weight > lace, made in usa","","","",""
18794,"8/2 spun rayon","simple","yarn weight > lace, made in usa, fiber > rayon / viscose","","","",""
